# KEGG facts behind kegg_predicates.tsv, generated by scripts/build_kegg_predicate_map.py; edit the proposals or rules, not this file.
# KEGG: KEGG REST retrieved 2026-09-24; ko_list.tsv sha256 bf37ae22839f8805 (28564 KOs); modules.txt sha256 b9b2b815ef61c8eb (574 modules); ko_list sha256 05f9267a37f1cec8 (75 KOfam KOs absent from KEGG REST)
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (428,778 reviewed proteins linked to KOs); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	symbols	name	brite	modules
K02476	K02476	two-component system, CitB family, sensor kinase [EC:2.7.13.3]	ko02022:CitB family > Unclassified	
K02477	K02477	two-component system, LytTR family, response regulator	ko02022:LytTR family > Unclassified	
K02478	K02478	two-component system, LytTR family, sensor kinase [EC:2.7.13.3]	ko02022:LytTR family > Unclassified	
K02479	K02479	two-component system, NarL family, response regulator	ko02022:NarL family > Unclassified	
K02480	K02480	two-component system, NarL family, sensor kinase [EC:2.7.13.3]	ko02022:NarL family > Unclassified	
K02481	flgR	two-component system, NtrC family, response regulator	ko02022:NtrC family > Unclassified	
K02482	flgS	two-component system, NtrC family, sensor kinase [EC:2.7.13.3]	ko02022:NtrC family > Unclassified	
K02483	K02483	two-component system, OmpR family, response regulator	ko02022:OmpR family > Unclassified	
K02484	K02484	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	ko02022:OmpR family > Unclassified	
K02485	rssB, hnr	two-component system, response regulator	ko02022:Other families > Unclassified	
K02486	K02486	two-component system, sensor kinase [EC:2.7.13.3]	ko02022:Other families > Unclassified	
K02488	pleD	two-component system, cell cycle response regulator [EC:2.7.7.65]	ko02022:Cell cycle family > PleC-PleD (cell fate control)	
K02489	hk1	two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]	ko02022:Cell cycle family > Hk1-Rrp1 (glycerol uptake and utilization)	
K02490	spo0F	two-component system, response regulator, stage 0 sporulation protein F	ko02022:Spo family > KinABCDE-Spo0FA (sporulation control)	
K02491	kinA	two-component system, sporulation sensor kinase A [EC:2.7.13.3]	ko02022:Spo family > KinABCDE-Spo0FA (sporulation control)	
K02492	hemA	glutamyl-tRNA reductase [EC:1.2.1.70]		M00121,M00846,M00926
K02493	hemK, prmC, HEMK	release factor glutamine methyltransferase [EC:2.1.1.297]	ko03012:Eukaryotic type > Release factors|ko03012:Prokaryotic type > Release factors	
K02495	hemN, hemZ	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]		M00121
K02496	hemX	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]		M00846+
K02500	hisF	imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]		M00026+
K02501	hisH	imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]		M00026+
K02502	hisZ	ATP phosphoribosyltransferase regulatory subunit		M00026+
K02503	HINT1_2, hinT, hit	histidine triad (HIT) family protein [EC:3.9.1.-]	ko03016:Eukaryotic type > Aminoacyl-tRNA synthetases (AARSs) > AARS associated factors	
K02504	hofB	protein transport protein HofB	ko02044:Type II secretion system > Type IVa pilus homolog protein	
K02505	hofC	protein transport protein HofC	ko02044:Type II secretion system > Type IVa pilus homolog protein	
K02506	hofD, hopD	leader peptidase HopD [EC:3.4.23.43]	ko01002:Aspartic peptidases > Family A24: type IV prepilin peptidase family	
K02507	hofQ	protein transport protein HofQ	ko02044:Type II secretion system > Type IVa pilus homolog protein	
K02508	hpaA	AraC family transcriptional regulator, 4-hydroxyphenylacetate 3-monooxygenase operon regulatory protein	ko03000:Prokaryotic type > Helix-turn-helix > AraC family	
K02509	hpaH	2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]		
K02510	hpaI, hpcH	4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]		
K02511	hpaX	MFS transporter, ACS family, 4-hydroxyphenylacetate permease	ko02000:Major facilitator superfamily (MFS) > Organic acid transporters > Anion:cation symporter (ACS) family [TC:2.A.1.14]	
K02513	HS2ST1	heparan sulfate 2-O-sulfotransferase HS2ST1 [EC:2.8.2.-]	ko01003:Unclassified > Sulfotransferases	
K02514	HS6ST1	heparan sulfate 6-O-sulfotransferase HS6ST1 [EC:2.8.2.-]	ko01003:Unclassified > Sulfotransferases	
K02515	HSL1	serine/threonine-protein kinase HSL1, negative regulator of Swe1 kinase [EC:2.7.11.-]		
K02516	PRMT5, HSL7	type II protein arginine methyltransferase [EC:2.1.1.320]		
K02517	lpxL, htrB	Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]	ko01005:Lipid A	M00060,M00866
K02518	infA	translation initiation factor IF-1	ko03012:Prokaryotic type > Initiation factors	
K02519	infB, MTIF2	translation initiation factor IF-2	ko03012:Eukaryotic type > Initiation factors > MTIFs|ko03012:Prokaryotic type > Initiation factors	
K02520	infC, MTIF3	translation initiation factor IF-3	ko03012:Eukaryotic type > Initiation factors > MTIFs|ko03012:Prokaryotic type > Initiation factors	
K02521	ilvY	LysR family transcriptional regulator, positive regulator for ilvC	ko03000:Prokaryotic type > Helix-turn-helix > LysR family	
K02523	ispB	octaprenyl-diphosphate synthase [EC:2.5.1.90]		
K02524	K10	DNA binding protein (fs(1)K10, female sterile(1)K10)		
K02525	kdgR	LacI family transcriptional regulator, kdg operon repressor	ko03000:Prokaryotic type > Helix-turn-helix > LacI family	
K02526	kdgT	2-keto-3-deoxygluconate permease	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K02527	kdtA, waaA	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	ko01005:Lipid A	M00060,M00866
K02528	ksgA	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]		
K02529	galR	LacI family transcriptional regulator, galactose operon repressor	ko03000:Prokaryotic type > Helix-turn-helix > LacI family	
K02530	lacR	DeoR family transcriptional regulator, lactose phosphotransferase system repressor	ko03000:Prokaryotic type > Helix-turn-helix > DeoR family	
K02531	lacT	transcriptional antiterminator	ko03000:Prokaryotic type > Other transcription factors > Others	
K02532	lacY	MFS transporter, OHS family, lactose permease	ko02000:Major facilitator superfamily (MFS) > Sugar transporters > Oligosaccharide:H+ symporter (OHS) family [TC:2.A.1.5]	
K02533	lasT	tRNA/rRNA methyltransferase [EC:2.1.1.-]	ko03016:Prokaryotic type > tRNA modification factors > Methyltransferases	
K02535	lpxC	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]	ko01005:Lipid A	M00060,M00866
K02536	lpxD	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]	ko01005:Lipid A	M00060,M00866
K02537	MAD2	mitotic spindle assembly checkpoint protein MAD2		
K02538	manR	mannose operon transcriptional activator	ko03000:Prokaryotic type > Other transcription factors > BglG family	
K02540	MCM2	DNA replication licensing factor MCM2 [EC:5.6.2.3]	ko03032:Eukaryotic type > DNA Replication Initiation Factors > pre-RC (pre-replication complex)	
K02541	MCM3	DNA replication licensing factor MCM3 [EC:5.6.2.3]	ko03032:Eukaryotic type > DNA Replication Initiation Factors > pre-RC (pre-replication complex)	
K02542	MCM6	DNA replication licensing factor MCM6 [EC:5.6.2.3]	ko03032:Eukaryotic type > DNA Replication Initiation Factors > pre-RC (pre-replication complex)	
K02543	MEC1	cell cycle checkpoint protein MEC1	ko03400:Eukaryotic type > Check point factors > Other check point factors	
K02545	mecA	penicillin-binding protein 2 prime [EC:3.4.16.4]	ko01011:Peptidoglycan biosynthesis and degradation > DD-Transpeptidase (Class B PBP)|ko01504:Gene sets > beta-Lactam resistance modules > Methicillin resistance [MD:M00625]	M00625
K02546	mecI	BlaI family transcriptional regulator, methicillin resistance regulatory protein	ko01504:Gene sets > beta-Lactam resistance modules > Methicillin resistance [MD:M00625]|ko03000:Prokaryotic type > Helix-turn-helix > Other families	M00625
K02547	mecR1	methicillin resistance protein	ko01002:Metallo peptidases > Family M56|ko01504:Gene sets > beta-Lactam resistance modules > Methicillin resistance [MD:M00625]	M00625
K02548	menA	1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]		M00116
K02549	menC	o-succinylbenzoate synthase [EC:4.2.1.113]		M00116,M00932
K02550	glcA	glycolate permease	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K02551	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]		M00116,M00932
K02552	menF	menaquinone-specific isochorismate synthase [EC:5.4.4.2]		M00116,M00932
K02554	mhpD	2-keto-4-pentenoate hydratase [EC:4.2.1.80]		M00545,M00569
K02555	MIH1	M-phase inducer tyrosine phosphatase [EC:3.1.3.48]	ko03400:Eukaryotic type > Check point factors > Other check point factors	
K02556	motA	chemotaxis protein MotA	ko02000:Other transporters > Pores ion channels [TC:1]|ko02035:Flagellar system > Flagellar assembly proteins > Stator	
K02557	motB	chemotaxis protein MotB	ko02000:Other transporters > Pores ion channels [TC:1]|ko02035:Flagellar system > Flagellar assembly proteins > Stator	
K02558	mpl	UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]		
K02560	lpxM, msbB	lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]	ko01005:Lipid A	M00060
K02562	mtlR	mannitol operon repressor	ko03000:Prokaryotic type > Other transcription factors > Others	
K02563	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	ko01011:Precursor biosynthesis > Glycosyltransferase	
K02564	nagB, GNPDA	glucosamine-6-phosphate deaminase [EC:3.5.99.6]		
K02565	nagC	N-acetylglucosamine repressor	ko03000:Prokaryotic type > Other transcription factors > Others	
K02566	nagD	5'-nucleotidase [EC:3.1.3.5]		M00958,M00959
K02567	napA	nitrate reductase (cytochrome) [EC:1.9.6.1]		M00529+,M00530+
K02568	napB	nitrate reductase (cytochrome), electron transfer subunit		M00529+,M00530+
K02570	napD	periplasmic nitrate reductase NapD		
K02571	napE	periplasmic nitrate reductase NapE		
K02575	NRT2, narK, nrtP, nasA	MFS transporter, NNP family, nitrate/nitrite transporter	ko02000:Major facilitator superfamily (MFS) > Nitrate/nitrite transporters > Nitrate/nitrite porter (NNP) family [TC:2.A.1.8]	M00615
K02576	NDST1	heparan sulfate N-deacetylase/N-sulfotransferase NDST1 [EC:3.5.1.- 2.8.2.8]	ko01003:Unclassified > Sulfotransferases	M00059
K02577	NDST2	heparan sulfate N-deacetylase/N-sulfotransferase NDST2 [EC:3.5.1.- 2.8.2.8]	ko01003:Unclassified > Sulfotransferases	M00059
K02578	NDST3	heparan sulfate N-deacetylase/N-sulfotransferase NDST3 [EC:3.5.1.- 2.8.2.8]	ko01003:Unclassified > Sulfotransferases	M00059
K02579	NDST4	heparan sulfate N-deacetylase/N-sulfotransferase NDST4 [EC:3.5.1.- 2.8.2.8]	ko01003:Unclassified > Sulfotransferases	M00059
K02580	NFKB1	nuclear factor NF-kappa-B p105 subunit	ko03000:Eukaryotic type > beta-Scaffold factors with minor groove contacts > RHR (Rel homology region) Rel/Ankyrin	
K02581	NFKBIB	NF-kappa-B inhibitor beta	ko03000:Eukaryotic type > beta-Scaffold factors with minor groove contacts > RHR (Rel homology region) Ankyrin only	
K02584	nifA	Nif-specific regulatory protein	ko03000:Prokaryotic type > Helix-turn-helix > Other families	
K02585	nifB	nitrogen fixation protein NifB		
K02586	nifD	nitrogenase molybdenum-iron protein alpha chain [EC:1.18.6.1]		M00175+,M01069+
K02587	nifE	nitrogenase molybdenum-cofactor synthesis protein NifE		
K02588	nifH	nitrogenase iron protein NifH		M00175+,M01069+
K02591	nifK	nitrogenase molybdenum-iron protein beta chain [EC:1.18.6.1]		M00175+,M01069+
K02592	nifN	nitrogenase molybdenum-iron protein NifN		
K02593	nifT	nitrogen fixation protein NifT		
K02594	nifV	homocitrate synthase NifV [EC:2.3.3.14]		
K02595	nifW	nitrogenase-stabilizing/protective protein		
K02598	nirC	nitrite transporter	ko02000:Other transporters > Pores ion channels [TC:1]	
K02599	NOTCH1	Notch 1		
K02600	nusA	transcription termination/antitermination protein NusA	ko03021:Prokaryotic type > Bacterial type > Other transcription-related factors > RNA polymerase-associated proteins	
K02601	nusG	transcription termination/antitermination protein NusG	ko03021:Prokaryotic type > Bacterial type > Other transcription-related factors > RNA polymerase-associated proteins	
K02603	ORC1	origin recognition complex subunit 1	ko03032:Eukaryotic type > DNA Replication Initiation Factors > pre-RC (pre-replication complex)	
K02604	ORC2	origin recognition complex subunit 2	ko03032:Eukaryotic type > DNA Replication Initiation Factors > pre-RC (pre-replication complex)	
K02605	ORC3	origin recognition complex subunit 3	ko03032:Eukaryotic type > DNA Replication Initiation Factors > pre-RC (pre-replication complex)	
K02606	ORC4	origin recognition complex subunit 4	ko03032:Eukaryotic type > DNA Replication Initiation Factors > pre-RC (pre-replication complex)	
K02607	ORC5	origin recognition complex subunit 5	ko03032:Eukaryotic type > DNA Replication Initiation Factors > pre-RC (pre-replication complex)	
K02608	ORC6	origin recognition complex subunit 6	ko03032:Eukaryotic type > DNA Replication Initiation Factors > pre-RC (pre-replication complex)	
K02609	paaA	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]		M00878+
K02610	paaB	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB		M00878+
K02611	paaC	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]		M00878+
K02612	paaD	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD		M00878+
K02613	paaE	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaE		M00878+
K02614	paaI	acyl-CoA thioesterase [EC:3.1.2.-]		
K02615	paaJ	3-oxo-5,6-didehydrosuberyl-CoA/3-oxoadipyl-CoA thiolase [EC:2.3.1.223 2.3.1.174]		M00878
K02616	paaX	phenylacetic acid degradation operon negative regulatory protein	ko03000:Prokaryotic type > Other transcription factors > Others	
K02618	paaZ	oxepin-CoA hydrolase / 3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase [EC:3.3.2.12 1.2.1.91]		M00878
K02619	pabC	4-amino-4-deoxychorismate lyase [EC:4.1.3.38]		
K02620	TCF7, TCF-1	transcription factor 7	ko03000:Eukaryotic type > beta-Scaffold factors with minor groove contacts > HMG TCF-1	
K02621	parC	topoisomerase IV subunit A [EC:5.6.2.2]	ko02048:Toxin-antitoxin system (TA system) > Type II TA system > Type II TA system related factors|ko03032:Prokaryotic type > DNA Topoisomerases	
K02622	parE	topoisomerase IV subunit B [EC:5.6.2.2]	ko02048:Toxin-antitoxin system (TA system) > Type II TA system > Type II TA system related factors|ko03032:Prokaryotic type > DNA Topoisomerases	
K02623	pcaQ	LysR family transcriptional regulator, pca operon transcriptional activator	ko03000:Prokaryotic type > Helix-turn-helix > LysR family	
K02624	pcaR	IclR family transcriptional regulator, pca regulon regulatory protein	ko03000:Prokaryotic type > Helix-turn-helix > IclR family	
K02625	pcaT	MFS transporter, MHS family, dicarboxylic acid transporter PcaT	ko02000:Major facilitator superfamily (MFS) > Organic acid transporters > Metabolite:H+ symporter (MHS) family [TC:2.A.1.6]	
K02626	pdaD	arginine decarboxylase [EC:4.1.1.19]		M00133
K02628	pecA	phycoerythrocyanin alpha chain	ko00194:Antenna proteins > Phycobilisome - Cyanobacteria, Red alga [OT] > Phycoerythrocyanin (PEC)	
K02629	pecB	phycoerythrocyanin beta chain	ko00194:Antenna proteins > Phycobilisome - Cyanobacteria, Red alga [OT] > Phycoerythrocyanin (PEC)	
K02630	pecC	phycoerythrocyanin-associated rod linker protein	ko00194:Antenna proteins > Phycobilisome - Cyanobacteria, Red alga [OT] > Phycoerythrocyanin (PEC)	
K02631	pecE	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecE [EC:4.4.1.31]	ko00194:Antenna proteins > Phycobilisome - Cyanobacteria, Red alga [OT] > Phycoerythrocyanin (PEC)	
K02632	pecF	phycoerythrocyanin alpha-cysteine-84 phycoviolobilin lyase/isomerase subunit PecF [EC:4.4.1.31]	ko00194:Antenna proteins > Phycobilisome - Cyanobacteria, Red alga [OT] > Phycoerythrocyanin (PEC)	
K02634	petA	apocytochrome f	ko00194:Photosystem and electron transport system > Cytochrome b6/f complex [OT]	M00162+
K02635	petB	cytochrome b6	ko00194:Photosystem and electron transport system > Cytochrome b6/f complex [OT]	M00162+
K02636	petC	cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]	ko00194:Photosystem and electron transport system > Cytochrome b6/f complex [OT]	M00162+
K02637	petD	cytochrome b6-f complex subunit 4	ko00194:Photosystem and electron transport system > Cytochrome b6/f complex [OT]	M00162+
K02638	petE	plastocyanin	ko00194:Photosystem and electron transport system > Photosynthetic electron transport	
K02639	petF	ferredoxin	ko00194:Photosystem and electron transport system > Photosynthetic electron transport	
K02640	petG	cytochrome b6-f complex subunit 5	ko00194:Photosystem and electron transport system > Cytochrome b6/f complex [OT]	M00162+
K02641	petH	ferredoxin--NADP+ reductase [EC:1.18.1.2]	ko00194:Photosystem and electron transport system > Photosynthetic electron transport	
K02642	petL	cytochrome b6-f complex subunit 6	ko00194:Photosystem and electron transport system > Cytochrome b6/f complex [OT]	M00162+
K02643	petM	cytochrome b6-f complex subunit 7	ko00194:Photosystem and electron transport system > Cytochrome b6/f complex [OT]	M00162+
K02646	PHO2	regulatory protein PHO2	ko03000:Eukaryotic type > Helix-turn-helix > Homeo domain other	
K02647	cdaR	carbohydrate diacid regulator	ko03000:Prokaryotic type > Helix-turn-helix > Other families	
K02649	PIK3R1_2_3	phosphoinositide-3-kinase regulatory subunit alpha/beta/delta		
K02650	pilA	type IV pilus assembly protein PilA	ko02035:Pilus system > Pilus assembly proteins|ko02044:Type II secretion system > Pilin secretion/fimbrial assembly protein	
K02651	flp, pilA	pilus assembly protein Flp/PilA	ko02035:Pilus system > Pilus assembly proteins|ko02044:Type II secretion system > Tight adherence (Tad) export apparatus	
K02652	pilB	type IV pilus assembly protein PilB	ko02035:Pilus system > Pilus assembly proteins|ko02044:Type II secretion system > Pilin secretion/fimbrial assembly protein	
K02653	pilC	type IV pilus assembly protein PilC	ko02035:Pilus system > Pilus assembly proteins|ko02044:Type II secretion system > Pilin secretion/fimbrial assembly protein	
