# Generated by scripts/build_kegg_predicate_map.py; edit the proposals or rules, not this file.
# KEGG: KEGG REST retrieved 2026-09-24; ko_list.tsv sha256 bf37ae22839f8805 (28564 KOs); modules.txt sha256 b9b2b815ef61c8eb (574 modules); ko_list sha256 05f9267a37f1cec8 (75 KOfam KOs absent from KEGG REST)
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (428,778 reviewed proteins linked to KOs); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicates	evidence
K05879	atp_binding,kinase,transferase	atp_binding=ec:2.7.1.121;kinase=ec:2.7.1.121;transferase=ec:2.7.1.121
K05880	transcription_factor	transcription_factor=brite:ko03000 Prokaryotic type > Other transcription factors > Others
K05881	atp_binding,kinase,sugar_transporter,transferase,transporter	atp_binding=ec:2.7.1.121;kinase=ec:2.7.1.121;sugar_transporter=brite:ko02000 Phosphotransferase system (PTS) > Enzyme II [TC:4.A] > EI/HPr/EIIA hybrid protein;transferase=ec:2.7.1.121;transporter=brite:ko02000 Phosphotransferase system (PTS) > Enzyme II [TC:4.A] > EI/HPr/EIIA hybrid protein
K05882	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=ec:1.1.1.91;nad_binding=ec:1.1.1.91;oxidoreductase=ec:1.1.1.91
K05884	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=ec:1.1.1.337;nad_binding=ec:1.1.1.337;oxidoreductase=ec:1.1.1.337
K05886	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=ec:1.1.1.276;nad_binding=ec:1.1.1.276;oxidoreductase=ec:1.1.1.276
K05887	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=ec:1.1.1.282;nad_binding=ec:1.1.1.282;oxidoreductase=ec:1.1.1.282
K05888	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.1.2.-
K05889	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.1.2.6
K05894	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.42;oxidoreductase=ec:1.3.1.42;reductase=text:reductase
K05895	cobalamin_biosynthesis,nad_binding,oxidoreductase,reductase	cobalamin_biosynthesis=module:M00924;nad_binding=ec:1.3.1.54;oxidoreductase=ec:1.3.1.54;reductase=text:reductase
K05896	chromosome_partitioning	chromosome_partitioning=text:segregation
K05897	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.3.16
K05898	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.3.99.4
K05901	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.3.1.24;oxidoreductase=ec:1.3.1.24;reductase=text:reductase
K05906	lyase,oxidase,oxidoreductase,sulfur_metabolism	lyase=text:lyase;oxidase=text:oxidase;oxidoreductase=ec:1.8.3.5;sulfur_metabolism=ec:1.8.3.5
K05907	oxidoreductase,reductase,sulfur_metabolism	oxidoreductase=ec:1.8.4.9;reductase=text:reductase;sulfur_metabolism=ec:1.8.4.9
K05908	dehydrogenase,oxidoreductase,sulfur_metabolism	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.8.5.2;sulfur_metabolism=ec:1.8.5.2
K05909	oxidoreductase	oxidoreductase=ec:1.10.3.2
K05910	oxidoreductase,peroxidase	oxidoreductase=ec:1.11.1.1;peroxidase=ec:1.11.1.1
K05913	dioxygenase,oxidoreductase,oxygenase	dioxygenase=ec:1.13.11.41;oxidoreductase=ec:1.13.11.41;oxygenase=ec:1.13.11.41
K05914	monooxygenase,oxidoreductase,oxygenase	monooxygenase=ec:1.13.12.7;oxidoreductase=ec:1.13.12.7;oxygenase=ec:1.13.12.7
K05915	dioxygenase,oxidoreductase,oxygenase	dioxygenase=ec:1.13.11.89;oxidoreductase=ec:1.13.11.89;oxygenase=ec:1.13.11.89
K05916	dioxygenase,nad_binding,oxidoreductase,oxygenase	dioxygenase=ec:1.14.12.17;nad_binding=ec:1.14.12.17;oxidoreductase=ec:1.14.12.17;oxygenase=ec:1.14.12.17
K05917	flavin_binding,monooxygenase,oxidoreductase,oxygenase	flavin_binding=ec:1.14.14.154;monooxygenase=ec:1.14.14.154;oxidoreductase=ec:1.14.14.154;oxygenase=ec:1.14.14.154
K05918	halogenase,oxidoreductase,oxygenase	halogenase=text:brominase;oxidoreductase=ec:1.14.19.55;oxygenase=ec:1.14.19.55
K05919	oxidative_stress,oxidoreductase,reductase,superoxide_dismutase	oxidative_stress=ec:1.15.1.2;oxidoreductase=ec:1.15.1.2;reductase=text:reductase;superoxide_dismutase=ec:1.15.1.2
K05921	decarboxylase,isomerase,lyase	decarboxylase=ec:4.1.1.68;isomerase=ec:5.3.3.-;lyase=ec:4.1.1.68
K05922	hydrogen_metabolism,hydrogenase,nife_group1,nife_hydrogenase,oxidoreductase,uptake_hydrogenase	hydrogen_metabolism=ec:1.12.5.1;hydrogenase=ec:1.12.5.1;nife_group1=hyddb:89/89;nife_hydrogenase=hyddb:89/89;oxidoreductase=ec:1.12.5.1;uptake_hydrogenase=hyddb:89/89
K05925	methyltransferase,transferase	methyltransferase=ec:2.1.1.348;transferase=ec:2.1.1.348
K05926	methyltransferase,transferase	methyltransferase=ec:2.1.1.230;transferase=ec:2.1.1.230
K05927	hydrogen_metabolism,hydrogenase,oxidoreductase	hydrogen_metabolism=ec:1.12.5.1;hydrogenase=ec:1.12.5.1;oxidoreductase=ec:1.12.5.1
K05928	methyltransferase,transferase	methyltransferase=ec:2.1.1.95;transferase=ec:2.1.1.95
K05929	methyltransferase,transferase	methyltransferase=ec:2.1.1.103;transferase=ec:2.1.1.103
K05931	methyltransferase,transferase	methyltransferase=ec:2.1.1.319;transferase=ec:2.1.1.319
K05933	monooxygenase,oxidase,oxidoreductase,oxygenase	monooxygenase=ec:1.14.17.4;oxidase=text:oxidase;oxidoreductase=ec:1.14.17.4;oxygenase=ec:1.14.17.4
K05934	cobalamin_biosynthesis,methyltransferase,transferase	cobalamin_biosynthesis=module:M00924;methyltransferase=ec:2.1.1.131;transferase=ec:2.1.1.131
K05936	cobalamin_biosynthesis,methyltransferase,transferase	cobalamin_biosynthesis=module:M00924;methyltransferase=ec:2.1.1.133;transferase=ec:2.1.1.133
K05937	hypothetical	hypothetical=text:uncharacterized
K05939	ligase,synthetase,transferase	ligase=ec:6.2.1.20;synthetase=ec:6.2.1.20;transferase=ec:2.3.1.40
K05940	transferase	transferase=ec:2.3.1.137
K05941	transferase	transferase=ec:2.3.2.15
K05942	synthase,tca_cycle,transferase	synthase=text:synthase;tca_cycle=module:M00009;transferase=ec:2.3.3.3
K05946	carbohydrate_active,glycosyltransferase,transferase	carbohydrate_active=brite:ko01003 Polysaccharide > Bacterial polysaccharide (excluding LPS);glycosyltransferase=ec:2.4.1.187;transferase=ec:2.4.1.187
K05947	carbohydrate_active,glycosyltransferase,synthase,transferase	carbohydrate_active=brite:ko01003 Others > Glycosylglycerate;glycosyltransferase=ec:2.4.1.217;synthase=text:synthase;transferase=ec:2.4.1.217
K05948	carbohydrate_active,glycosyltransferase,transferase	carbohydrate_active=brite:ko01003 Glycan extension > O-Glycan;glycosyltransferase=ec:2.4.1.222;transferase=ec:2.4.1.222
K05951	glycosyltransferase,oxidoreductase,reductase,transferase	glycosyltransferase=ec:2.4.2.37;oxidoreductase=text:reductase;reductase=text:reductase;transferase=ec:2.4.2.37
K05952	hypothetical	hypothetical=text:uncharacterized
K05953	synthase,transferase	synthase=text:synthase;transferase=ec:2.5.1.43
K05954	transferase	transferase=ec:2.5.1.58
K05955	transferase	transferase=ec:2.5.1.58
K05956	transferase	transferase=ec:2.5.1.60
K05957	aminotransferase,plp_binding,transferase	aminotransferase=ec:2.6.1.50;plp_binding=ec:2.6.1.50;transferase=ec:2.6.1.50
K05960	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.26;serine_threonine_kinase=ec:2.7.11.26;transferase=ec:2.7.11.26
K05961	atp_binding,kinase,transferase	atp_binding=ec:2.7.1.145;kinase=ec:2.7.1.145;transferase=ec:2.7.1.145
K05964	nucleotidyltransferase,synthase,transferase	nucleotidyltransferase=ec:2.7.7.61;synthase=text:synthase;transferase=ec:2.7.7.61
K05966	glycosyltransferase,synthase,transferase	glycosyltransferase=ec:2.4.2.52;synthase=text:synthase;transferase=ec:2.4.2.52
K05967	hydrolase,hypothetical,phosphatase	hydrolase=swissprot:5/5;hypothetical=text:uncharacterized;phosphatase=swissprot:5/5
K05969	esterase,hydrolase	esterase=ec:3.1.1.29;hydrolase=ec:3.1.1.29
K05970	esterase,hydrolase	esterase=ec:3.1.1.53;hydrolase=ec:3.1.1.53
K05972	esterase,hydrolase	esterase=ec:3.1.1.72;hydrolase=ec:3.1.1.72
K05973	esterase,hydrolase	esterase=ec:3.1.1.75;hydrolase=ec:3.1.1.75
K05977	hydrolase	hydrolase=ec:3.13.1.3
K05978	hydrolase,phosphatase	hydrolase=ec:3.1.3.69;phosphatase=ec:3.1.3.69
K05979	hydrolase,phosphatase	hydrolase=ec:3.1.3.71;phosphatase=ec:3.1.3.71
K05982	base_excision_repair,dna_repair,dnase,endonuclease,hydrolase,nuclease,rna_binding,rnase	base_excision_repair=brite:ko03400 Prokaryotic type > SSBR (single strand breaks repair) > BER (base exicision repair) > AP endonucleases;dna_repair=brite:ko03400 Prokaryotic type > SSBR (single strand breaks repair) > BER (base exicision repair) > AP endonucleases;dnase=ec:3.1.21.7;endonuclease=ec:3.1.21.7;hydrolase=ec:3.1.21.7;nuclease=ec:3.1.21.7;rna_binding=text:ribonuclease;rnase=text:ribonuclease
K05984	dna_repair,hydrolase,nucleotide_excision_repair	dna_repair=brite:ko03400 Prokaryotic type > SSBR (single strand breaks repair) > NER (nucleotide excision repair) > GGR (global genome repair) factors;hydrolase=ec:3.1.25.-;nucleotide_excision_repair=brite:ko03400 Prokaryotic type > SSBR (single strand breaks repair) > NER (nucleotide excision repair) > GGR (global genome repair) factors
K05985	endonuclease,hydrolase,nuclease,rna_binding,rnase	endonuclease=ec:3.1.26.8;hydrolase=ec:3.1.26.8;nuclease=ec:3.1.26.8;rna_binding=text:ribonuclease;rnase=ec:3.1.26.8
K05986	cas_nuclease,endonuclease,enzyme,hydrolase,nuclease,phage_terminase	cas_nuclease=swissprot:6/6;endonuclease=swissprot:6/6;enzyme=swissprot:6/6;hydrolase=ec:3.1.30.1;nuclease=text:nuclease;phage_terminase=swissprot:6/6
K05988	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=ec:3.2.1.11;glycosidase=ec:3.2.1.11;hydrolase=ec:3.2.1.11
K05989	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=ec:3.2.1.40;glycosidase=ec:3.2.1.40;hydrolase=ec:3.2.1.40
K05991	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=ec:3.2.1.123;glycosidase=ec:3.2.1.123;hydrolase=ec:3.2.1.123
K05992	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=ec:3.2.1.133;glycosidase=ec:3.2.1.133;hydrolase=ec:3.2.1.133
K05994	hydrolase,peptidase,protease	hydrolase=ec:3.4.11.10;peptidase=ec:3.4.11.10;protease=ec:3.4.11.10
K05995	hydrolase,peptidase,protease	hydrolase=ec:3.4.13.21;peptidase=ec:3.4.13.21;protease=ec:3.4.13.21
K05996	hydrolase,peptidase,protease	hydrolase=ec:3.4.17.18;peptidase=ec:3.4.17.18;protease=ec:3.4.17.18
K05997	iron_sulfur,iron_sulfur_biosynthesis	iron_sulfur=text:Fe-S cluster;iron_sulfur_biosynthesis=text:Fe-S cluster assembly
K05998	hydrolase,peptidase,protease	hydrolase=ec:3.4.21.100;peptidase=ec:3.4.21.100;protease=ec:3.4.21.100
K05999	hydrolase,peptidase,protease	hydrolase=ec:3.4.21.101;peptidase=ec:3.4.21.101;protease=ec:3.4.21.101
K06000	cysteine_protease,hydrolase,peptidase,protease	cysteine_protease=ec:3.4.22.2;hydrolase=ec:3.4.22.2;peptidase=brite:ko01002 Cysteine peptidases > Family C1: papain family;protease=ec:3.4.22.2
K06001	complex_subunit,dehydratase,lyase,synthase	complex_subunit=module:M00023;dehydratase=ec:4.2.1.20;lyase=ec:4.2.1.20;synthase=text:synthase
K06002	hydrolase,peptidase,protease	hydrolase=ec:3.4.23.1;peptidase=ec:3.4.23.1;protease=ec:3.4.23.1
K06004	hydrolase,peptidase,protease	hydrolase=ec:3.4.23.18;peptidase=ec:3.4.23.18;protease=ec:3.4.23.18
K06005	enzyme,hydrolase,peptidase,protease,secreted	enzyme=swissprot:10/10;hydrolase=ec:3.4.23.24;peptidase=ec:3.4.23.24;protease=ec:3.4.23.24;secreted=swissprot:10/10
K06006	chaperone	chaperone=brite:ko03110 Other chaperones and cochaperones > Others
K06007	hydrolase,peptidase,protease	hydrolase=ec:3.4.23.38;peptidase=ec:3.4.23.38;protease=ec:3.4.23.38
K06008	cytoplasmic,enzyme,hydrolase,peptidase,protease	cytoplasmic=swissprot:6/6;enzyme=swissprot:6/6;hydrolase=ec:3.4.23.39;peptidase=ec:3.4.23.39;protease=ec:3.4.23.39
K06009	hydrolase,peptidase,protease	hydrolase=ec:3.4.23.41;peptidase=ec:3.4.23.41;protease=ec:3.4.23.41
K06011	hydrolase,metal_binding,peptidase,protease	hydrolase=ec:3.4.24.69;metal_binding=ec:3.4.24.69;peptidase=ec:3.4.24.69;protease=ec:3.4.24.69
K06012	hydrolase,metal_binding,peptidase,protease	hydrolase=ec:3.4.24.78;metal_binding=ec:3.4.24.78;peptidase=ec:3.4.24.78;protease=ec:3.4.24.78
K06013	hydrolase,metal_binding,peptidase,protease	hydrolase=ec:3.4.24.84;metal_binding=ec:3.4.24.84;peptidase=ec:3.4.24.84;protease=ec:3.4.24.84
K06015	amidase,hydrolase	amidase=ec:3.5.1.81;hydrolase=ec:3.5.1.81
K06016	amidase,hydrolase	amidase=ec:3.5.1.6;hydrolase=ec:3.5.1.6
K06017	hydrolase	hydrolase=ec:3.5.4.23
K06018	hydrolase	hydrolase=ec:3.6.1.10
K06019	hydrolase	hydrolase=ec:3.6.1.1
K06020	hydrolase	hydrolase=swissprot:7/7
K06023	atp_binding,kinase,serine_threonine_kinase,transferase	atp_binding=ec:2.7.4.-;kinase=ec:2.7.11.-;serine_threonine_kinase=ec:2.7.11.-;transferase=ec:2.7.11.-
K06024	chromosome_partitioning	chromosome_partitioning=text:segregation
K06027	atp_binding,atpase,hydrolase	atp_binding=ec:3.6.4.6;atpase=ec:3.6.4.6;hydrolase=ec:3.6.4.6
K06030	gtp_binding,hydrolase	gtp_binding=ec:3.6.5.-;hydrolase=ec:3.6.5.-
K06033	decarboxylase,lyase	decarboxylase=ec:4.1.1.76;lyase=ec:4.1.1.76
K06034	complex_subunit,decarboxylase,lyase	complex_subunit=module:M00358;decarboxylase=ec:4.1.1.79;lyase=ec:4.1.1.79
K06035	dehydratase,lyase	dehydratase=ec:4.2.1.69;lyase=ec:4.2.1.69
K06036	lyase	lyase=ec:4.2.2.30
K06037	lyase	lyase=ec:4.2.3.-
K06038	lyase	lyase=ec:4.6.1.14
K06039	hypothetical	hypothetical=text:uncharacterized
K06041	isomerase,lipid_a_biosynthesis,lps_biosynthesis	isomerase=ec:5.3.1.13;lipid_a_biosynthesis=brite:ko01005 Lipid A;lps_biosynthesis=brite:ko01005 Lipid A
K06042	cobalamin_biosynthesis,isomerase,mutase	cobalamin_biosynthesis=module:M00924;isomerase=ec:5.4.99.61;mutase=ec:5.4.99.61
K06044	isomerase,mutase	isomerase=ec:5.4.99.15;mutase=ec:5.4.99.15
K06045	dehydratase,isomerase,lyase,mutase	dehydratase=ec:4.2.1.129;isomerase=ec:5.4.99.17;lyase=ec:4.2.1.129;mutase=ec:5.4.99.17
K06046	ligase,synthetase	ligase=ec:6.2.1.19;synthetase=ec:6.2.1.19
K06047	ligase,synthetase	ligase=ec:6.3.2.25;synthetase=ec:6.3.2.25
K06048	ligase,synthetase	ligase=ec:6.3.2.2;synthetase=ec:6.3.2.2
K06051	regulator,regulatory	regulator=swissprot:9/11;regulatory=swissprot:9/11
K06052	regulator,regulatory	regulator=swissprot:5/5;regulatory=swissprot:5/5
K06053	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > Others
K06054	dna_repair,helix_loop_helix,transcription_factor	dna_repair=brite:ko03400 Eukaryotic type > DSBR (double strand breaks repair) > FA (Fanconi anemia) pathway > FA core complex binding factors;helix_loop_helix=brite:ko03000 Eukaryotic type > Basic helix-loop-helix (bHLH) > Hairy, Hairy/E(SPL);transcription_factor=brite:ko03000 Eukaryotic type > Basic helix-loop-helix (bHLH) > Hairy, Hairy/E(SPL)
K06055	helix_loop_helix,transcription_factor	helix_loop_helix=brite:ko03000 Eukaryotic type > Basic helix-loop-helix (bHLH) > Hairy, Hairy/E(SPL);transcription_factor=brite:ko03000 Eukaryotic type > Basic helix-loop-helix (bHLH) > Hairy, Hairy/E(SPL)
K06058	transferase	transferase=ec:2.3.2.27
K06059	hydrolase,metal_binding,peptidase,protease,regulator,regulatory	hydrolase=ec:3.4.24.86;metal_binding=ec:3.4.24.86;peptidase=ec:3.4.24.86;protease=ec:3.4.24.86;regulator=swissprot:6/6;regulatory=swissprot:6/6
K06062	acetyltransferase,transcription,transferase	acetyltransferase=text:acetyltransferase;transcription=brite:ko03021 Eukaryotic type > RNA polymerase II system > Coactivators > SAGA/TFTC/STAGA complex;transferase=ec:2.3.1.48
K06067	amidase,hydrolase	amidase=ec:3.5.1.98;hydrolase=ec:3.5.1.98
K06068	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.13;serine_threonine_kinase=ec:2.7.11.13;transferase=ec:2.7.11.13
K06069	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.13;serine_threonine_kinase=ec:2.7.11.13;transferase=ec:2.7.11.13
K06070	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.13;serine_threonine_kinase=ec:2.7.11.13;transferase=ec:2.7.11.13
K06071	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.13;serine_threonine_kinase=ec:2.7.11.13;transferase=ec:2.7.11.13
K06072	monooxygenase,oxidoreductase,oxygenase	monooxygenase=text:monooxygenase;oxidoreductase=ec:1.14.99.29;oxygenase=ec:1.14.99.29
K06073	abc_transporter,cobalamin_binding,cobalt_binding,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Vitamin B12 transporter;cobalamin_binding=text:vitamin B12;cobalt_binding=text:vitamin B12;transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Vitamin B12 transporter
K06074	abc_transporter,atp_binding,cobalamin_binding,cobalt_binding,translocase,transporter	abc_transporter=brite:ko02000 ABC transporters, prokaryotic type > Metallic cation, iron-siderophore and vitamin B12 transporters > Vitamin B12 transporter;atp_binding=ec:7.6.2.8;cobalamin_binding=text:vitamin B12;cobalt_binding=text:vitamin B12;translocase=ec:7.6.2.8;transporter=ec:7.6.2.8
K06075	dna_binding,helix_turn_helix,marr_family,regulator,transcription_factor	dna_binding=brite:ko03000 Prokaryotic type > Helix-turn-helix > MarR family;helix_turn_helix=brite:ko03000 Prokaryotic type > Helix-turn-helix > MarR family;marr_family=brite:ko03000 Prokaryotic type > Helix-turn-helix > MarR family;regulator=text:MarR;transcription_factor=brite:ko03000 Prokaryotic type > Helix-turn-helix > MarR family
K06076	transporter	transporter=brite:ko02000 Other transporters > Pores ion channels [TC:1]
K06078	peptidoglycan	peptidoglycan=brite:ko01011 Peptidoglycan biosynthesis and degradation > Structural protein
K06096	membrane	membrane=text:membrane
K06099	stress_response,transcription_factor	stress_response=text:shock;transcription_factor=brite:ko03000 Eukaryotic type > beta-Scaffold factors with minor groove contacts > Cold-shock domain factors, DbpA-like
K06100	transcription	transcription=brite:ko03021 Eukaryotic type > RNA polymerase II system > Other transcription-related factors > Transcription termination factor
K06101	methyltransferase,transferase	methyltransferase=ec:2.1.1.354;transferase=ec:2.1.1.354
K06103	kinase,regulator,regulatory,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;regulator=swissprot:5/5;regulatory=swissprot:5/5;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K06106	regulator,regulatory	regulator=swissprot:5/5;regulatory=swissprot:5/5
K06107	membrane	membrane=text:membrane
K06109	gtp_binding,hydrolase	gtp_binding=swissprot:6/6;hydrolase=swissprot:6/6
K06112	kinase,transferase	kinase=text:kinase;transferase=text:kinase
K06113	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=ec:3.2.1.99;glycosidase=ec:3.2.1.99;hydrolase=ec:3.2.1.99
K06115	cytoplasmic,membrane	cytoplasmic=swissprot:5/5;membrane=swissprot:5/5
K06116	hydrolase,phosphatase	hydrolase=ec:3.1.3.21;phosphatase=ec:3.1.3.21
K06117	hydrolase,phosphatase	hydrolase=ec:3.1.3.21;phosphatase=ec:3.1.3.21
K06118	hydrolase,synthase	hydrolase=ec:3.13.1.1;synthase=text:synthase
K06119	carbohydrate_active,glycosyltransferase,transferase	carbohydrate_active=brite:ko01003 Glycolipid biosynthesis > Glycoglycerolipid;glycosyltransferase=ec:2.4.1.-;transferase=ec:2.4.1.-
K06120	dehydratase,lyase	dehydratase=ec:4.2.1.30;lyase=ec:4.2.1.30
K06121	dehydratase,lyase	dehydratase=ec:4.2.1.30;lyase=ec:4.2.1.30
K06122	dehydratase,lyase	dehydratase=ec:4.2.1.30;lyase=ec:4.2.1.30
K06123	dehydrogenase,nad_binding,oxidoreductase,reductase	dehydrogenase=ec:1.1.1.101;nad_binding=ec:1.1.1.101;oxidoreductase=ec:1.1.1.101;reductase=text:reductase
K06124	hydrolase,phosphatase	hydrolase=ec:3.1.3.75;phosphatase=ec:3.1.3.75
K06125	transferase	transferase=ec:2.5.1.39
K06126	monooxygenase,oxidoreductase,oxygenase	monooxygenase=ec:1.14.15.45;oxidoreductase=ec:1.14.15.45;oxygenase=ec:1.14.15.45
