# Generated by scripts/build_pfam_predicate_map.py; edit the proposals, not this file.
# Pfam: Pfam-A.hmm sha256 8bab3a946e6d99a4 (24076 families); Pfam-A.clans.tsv.gz (30134 families)
# GO: pfam2go sha256 30274dd59c468d70; go-basic.obo sha256 b08d45b268b8c24c
# ENZYME: enzyme.dat sha256 6e1f553fcaa15ba7
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (553,641 reviewed proteins with Pfam); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; KO predicates from kegg_predicates.tsv sha256 054c42a1455b7f34
# accession	name	predicates	evidence
PF25043	DUF7788	hypothetical	hypothetical=text:unknown function
PF25044	DUF7789	hypothetical	hypothetical=text:unknown function
PF25046	DUF7790	hypothetical	hypothetical=text:unknown function
PF25047	Beta-prop_TEP1_2nd	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25048	Beta-prop_TEP1_C	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25049	OB_HELZ2	hydrolase,nuclease	hydrolase=text:nuclease;nuclease=text:ribonuclease
PF25053	DUF7791	hypothetical	hypothetical=text:unknown function
PF25054	PHD_pln	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zinc;zinc_binding=text:zinc;zinc_finger=text:zinc finger
PF25055	DUF7792	hypothetical	hypothetical=text:unknown function
PF25056	DUF7793	hypothetical	hypothetical=text:unknown function
PF25058	ARM_TT21	repeat_domain,tpr_repeat	repeat_domain=text:Tetratricopeptide;tpr_repeat=text:Tetratricopeptide
PF25060	ARM_TT21_2nd	repeat_domain,tpr_repeat	repeat_domain=text:Tetratricopeptide;tpr_repeat=text:Tetratricopeptide
PF25061	RRM_fung	binding,rna_binding	binding=text:binding;rna_binding=text:RRM
PF25062	ARM_TT21_N	repeat_domain,tpr_repeat	repeat_domain=text:Tetratricopeptide;tpr_repeat=text:Tetratricopeptide
PF25063	ARM_TT21_C	repeat_domain,tpr_repeat	repeat_domain=text:Tetratricopeptide;tpr_repeat=text:Tetratricopeptide
PF25066	TPR_VPS8_2	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25068	ARM_TT21_4th	repeat_domain,tpr_repeat	repeat_domain=text:Tetratricopeptide;tpr_repeat=text:Tetratricopeptide
PF25070	DUF7794	hypothetical	hypothetical=text:unknown function
PF25071	DUF7795	hypothetical	hypothetical=text:unknown function
PF25072	DUF7796	hypothetical	hypothetical=text:unknown function
PF25073	DUF7797	hypothetical	hypothetical=text:unknown function
PF25074	DUF7798	hypothetical	hypothetical=text:unknown function
PF25075	DUF7799	hypothetical	hypothetical=text:unknown function
PF25077	DUF7800	hypothetical	hypothetical=text:unknown function
PF25078	DUF7801	hypothetical	hypothetical=text:unknown function
PF25080	zf_RING-like	metal_binding,zinc_binding,zinc_finger	metal_binding=text:RING;zinc_binding=text:RING;zinc_finger=text:RING
PF25084	LbH_EIF2B	translation,translation_factor	translation=swissprot:13/15 KOs 2/2 co-domains excluded;translation_factor=swissprot:13/15 KOs 2/2 co-domains excluded
PF25085	DUF7802	hypothetical	hypothetical=text:unknown function
PF25086	DUF7803	hypothetical	hypothetical=text:unknown function
PF25089	DUF7804	hypothetical	hypothetical=text:unknown function
PF25090	DUF7805	hypothetical	hypothetical=text:unknown function
PF25091	DUF7806	hypothetical	hypothetical=text:unknown function
PF25093	DUF7807	hypothetical	hypothetical=text:unknown function
PF25095	C2H2-zf_KIN17	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zinc;zinc_binding=text:zinc;zinc_finger=text:zinc finger
PF25096	DUF7808	hypothetical	hypothetical=text:unknown function
PF25100	DUF7809	hypothetical	hypothetical=text:unknown function
PF25102	DUF7810	hypothetical	hypothetical=text:unknown function
PF25103	DUF7811	hypothetical	hypothetical=text:unknown function
PF25104	DUF7812	hypothetical	hypothetical=text:unknown function
PF25105	DUF7813	hypothetical	hypothetical=text:unknown function
PF25109	HAD_PNKP	hydrolase,kinase,phosphatase,transferase	hydrolase=text:phosphatase;kinase=text:kinase;phosphatase=text:phosphatase;transferase=text:kinase
PF25110	TPR_ESP1	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25112	zf-AtTam37	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25113	TPR_ESP1_2nd	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25118	EFL1	gtp_binding,gtpase	gtp_binding=text:GTPase;gtpase=text:GTPase
PF25120	DUF7814	hypothetical	hypothetical=text:unknown function
PF25122	DUF7815	hypothetical	hypothetical=text:unknown function
PF25124	DUF7816	hypothetical	hypothetical=text:unknown function
PF25125	DUF7817	hypothetical	hypothetical=text:unknown function
PF25126	DUF7818	hypothetical	hypothetical=text:unknown function
PF25127	DUF7819	hypothetical	hypothetical=text:unknown function
PF25129	Pyr4-TMTC	lyase,membrane	lyase=swissprot:35/36 single-domain 35/36;membrane=text:transmembrane
PF25130	DUF7820	hypothetical	hypothetical=text:unknown function
PF25131	bL9m_N	ribosomal_protein,translation	ribosomal_protein=text:ribosomal subunit;translation=text:ribosomal subunit
PF25133	TYW2_N_arc	trna_modification	trna_modification=text:TYW
PF25134	DUF7821	hypothetical	hypothetical=text:unknown function
PF25135	DUF7822	hypothetical	hypothetical=text:unknown function
PF25136	DUF7823	hypothetical	hypothetical=text:unknown function
PF25137	ADH_Fe_C	dehydrogenase,iron_binding,oxidoreductase	dehydrogenase=text:dehydrogenase;iron_binding=text:Fe_;oxidoreductase=text:dehydrogenase
PF25138	Phage_H_T_join_3	phage_related	phage_related=text:Phage
PF25140	PGAP1_TMD	membrane	membrane=text:transmembrane
PF25143	Zn_ribbon_IFT122_C	zinc_binding	zinc_binding=text:Zn
PF25144	Zn_ribbon_IFT122	zinc_binding	zinc_binding=text:Zn
PF25148	DUF7824	hypothetical	hypothetical=text:unknown function
PF25149	DUF7825	hypothetical	hypothetical=text:unknown function
PF25150	TPR_Trm732	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25151	TPR_Trm732_C	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25153	TPR_AP5Z1	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25154	TPR_AP5Z1_C	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25158	ABCA11_C	abc_transporter,transporter	abc_transporter=text:ABC;transporter=text:ABC
PF25159	DUF7826	hypothetical	hypothetical=text:unknown function
PF25160	LdpA_Fe-S-bd	binding,iron_sulfur,metal_binding	binding=text:binding;iron_sulfur=text:Fe-S;metal_binding=text:Fe-S
PF25162	DUF7827	hypothetical	hypothetical=text:unknown function
PF25163	UBA_RNF31	ligase	ligase=text:ligase
PF25165	DUF7828	hypothetical	hypothetical=text:unknown function
PF25167	DUF7829	hypothetical	hypothetical=text:unknown function
PF25168	Beta-prop_WDR36-Utp21_2nd	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25169	DUF7830	hypothetical	hypothetical=text:unknown function
PF25170	TPR_WDR35	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25171	Beta-prop_WDR36-Utp21_1st	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25172	Beta-prop_WDR3_2nd	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25173	Beta-prop_WDR3_1st	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25174	Beta-prop_THOC3	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25175	Beta-prop_WDR5	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25176	DUF7831	hypothetical	hypothetical=text:unknown function
PF25179	LMF1_C	hydrolase,lipase	hydrolase=text:Lipase;lipase=text:Lipase
PF25180	Gp54	phage_related	phage_related=text:Gp5
PF25181	Phage_Bbp19	phage_related	phage_related=text:Phage
PF25183	OMP_b-brl_4	membrane,outer_membrane	membrane=text:membrane;outer_membrane=text:OMP
PF25191	DUF7832	hypothetical	hypothetical=text:unknown function
PF25200	DUF7833	hypothetical	hypothetical=text:unknown function
PF25202	DUF7834	hypothetical	hypothetical=text:unknown function
PF25205	DUF7835	hypothetical	hypothetical=text:unknown function
PF25206	DUF7836	hypothetical	hypothetical=text:unknown function
PF25207	DUF7837	hypothetical	hypothetical=text:unknown function
PF25208	DUF7838	hypothetical	hypothetical=text:unknown function
PF25209	Phage_capsid_4	phage_related	phage_related=text:Phage
PF25211	DUF7839	hypothetical	hypothetical=text:unknown function
PF25218	TseH	secretion_component	secretion_component=text:secretion
PF25219	Znf_Tenuivirus	metal_binding,zinc_binding,zinc_finger	metal_binding=text:Zinc;zinc_binding=text:Zinc;zinc_finger=text:Zinc finger
PF25221	5TMH_Lnb	membrane	membrane=text:transmembrane
PF25222	DUF7840	hypothetical	hypothetical=text:unknown function
PF25223	DUF7841	hypothetical	hypothetical=text:unknown function
PF25224	DUF7842	hypothetical	hypothetical=text:unknown function
PF25225	DUF7843	hypothetical	hypothetical=text:unknown function
PF25226	DUF7844	hypothetical	hypothetical=text:unknown function
PF25227	DUF7845	hypothetical	hypothetical=text:unknown function
PF25230	DUF7846	hypothetical	hypothetical=text:unknown function
PF25231	DUF7847	hypothetical	hypothetical=text:unknown function
PF25232	DUF7848	hypothetical	hypothetical=text:unknown function
PF25233	DUF7849	hypothetical	hypothetical=text:unknown function
PF25235	DUF7850	hypothetical	hypothetical=text:unknown function
PF25236	DUF7851	hypothetical	hypothetical=text:unknown function
PF25237	MSL2_3	ion_channel,transporter	ion_channel=text:channel;transporter=text:channel
PF25238	OGFOD2-like	dioxygenase,oxidoreductase,oxygenase	dioxygenase=swissprot:15/15 KOs 3/3 single-domain 6/6;oxidoreductase=swissprot:15/15 KOs 3/3 single-domain 6/6;oxygenase=swissprot:15/15 KOs 3/3 single-domain 6/6
PF25243	WAV3_C	ligase	ligase=text:ligase
PF25245	TPR_At1g68980	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25250	DUF7852	hypothetical	hypothetical=text:unknown function
PF25251	DUF7853	hypothetical	hypothetical=text:unknown function
PF25252	DUF7854	hypothetical	hypothetical=text:unknown function
PF25253	DUF7855	hypothetical	hypothetical=text:DUF7
PF25254	DUF7856	hypothetical	hypothetical=text:unknown function
PF25255	WHD_RNase_II	hydrolase,nuclease	hydrolase=text:nuclease;nuclease=text:Ribonuclease
PF25256	DUF7857	hypothetical	hypothetical=text:unknown function
PF25257	DUF7858	hypothetical	hypothetical=text:unknown function
PF25258	DUF7859	hypothetical	hypothetical=text:unknown function
PF25259	DUF7860	hypothetical	hypothetical=text:unknown function
PF25260	DUF7861	hypothetical	hypothetical=text:unknown function
PF25261	zf-CCCH_PARP12	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25262	DUF7862	hypothetical	hypothetical=text:unknown function
PF25263	DUF7863	hypothetical	hypothetical=text:unknown function
PF25264	DUF7864	hypothetical	hypothetical=text:unknown function
PF25266	DUF7865	hypothetical	hypothetical=text:unknown function
PF25268	DUF7866	hypothetical	hypothetical=text:unknown function
PF25269	DUF7867	hypothetical	hypothetical=text:unknown function
PF25270	Khk	kinase,transferase	kinase=text:kinase;transferase=enzyme:2.7.1.3 (ketohexokinase)
PF25271	DUF7868	hypothetical	hypothetical=text:unknown function
PF25273	DUF7869	hypothetical	hypothetical=text:unknown function
PF25276	DUF7870	hypothetical	hypothetical=text:unknown function
PF25277	DUF7871	hypothetical	hypothetical=text:unknown function
PF25278	DUF7872	hypothetical	hypothetical=text:unknown function
PF25279	Beta_prop_At2g24240	repeat_domain	repeat_domain=text:beta propeller
PF25283	DUF7873	hypothetical	hypothetical=text:unknown function
PF25284	DUF7874	hypothetical	hypothetical=text:unknown function
PF25285	DUF7875	hypothetical	hypothetical=text:unknown function
PF25286	DUF7876	hypothetical	hypothetical=text:unknown function
PF25287	zf-B_box_Trim66	binding,metal_binding,zinc_binding	binding=text:binding;metal_binding=text:zf-;zinc_binding=text:zf-
PF25288	PIEZO	ion_channel,transporter	ion_channel=text:channel;transporter=text:channel
PF25289	DUF7877	hypothetical	hypothetical=text:unknown function
PF25292	Beta-prop_CGLA	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25293	Beta-prop_EMC1_N	repeat_domain,wd40_repeat	repeat_domain=text:beta-propeller;wd40_repeat=text:beta-propeller
PF25295	TPR_IFT122	repeat_domain,tpr_repeat	repeat_domain=text:TPR_;tpr_repeat=text:TPR
PF25297	DUF7878	hypothetical	hypothetical=text:unknown function
PF25302	NADase_transloc	carbohydrate_active,hydrolase	carbohydrate_active=text:glyco;hydrolase=text:hydrolase
PF25303	DUF7879	hypothetical	hypothetical=text:unknown function
PF25306	DUF7880	hypothetical	hypothetical=text:unknown function
PF25322	RBD_SIN1	binding	binding=text:binding
PF25323	6TM_PilS	membrane	membrane=text:transmembrane
PF25324	DUF8573	hypothetical	hypothetical=text:unknown function
PF25325	EF-hand_EFHB_C	calcium_binding	calcium_binding=text:EF-hand
PF25333	DUF2921_N	hypothetical	hypothetical=text:DUF2
PF25344	PH_LRR1	lrr_repeat,repeat_domain	lrr_repeat=text:LRR;repeat_domain=text:LRR
PF25346	PH_MRCK	kinase,transferase	kinase=text:kinase;transferase=text:kinase
PF25347	PH_PKH3_C	kinase,transferase	kinase=text:kinase;transferase=text:kinase
PF25350	PH_PRMT_N	methyltransferase,transferase	methyltransferase=text:methyltransferase;transferase=text:transferase
PF25352	PH_ULP	hydrolase,protease	hydrolase=text:protease;protease=text:protease
PF25353	PH_2nd_LRR	lrr_repeat,repeat_domain	lrr_repeat=text:LRR;repeat_domain=text:LRR
PF25355	DUF7882	hypothetical	hypothetical=text:unknown function
PF25360	TPR_ATM	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25361	AAA_lid_RFC1	aaa_domain,atp_binding,atpase	aaa_domain=text:AAA_;atp_binding=text:ATPase;atpase=text:ATPase
PF25363	DUF7881_C	hypothetical	hypothetical=text:unknown function
PF25364	PH_NDK7_N	kinase,transferase	kinase=text:kinase;transferase=text:kinase
PF25365	DUF7881_N	hypothetical	hypothetical=text:unknown function
PF25367	DUF7883	hypothetical	hypothetical=text:unknown function
PF25370	HTH_74	dna_binding,helix_turn_helix	dna_binding=text:HTH;helix_turn_helix=text:HTH
PF25371	DUF7884	hypothetical	hypothetical=text:unknown function
PF25372	LRR_FBXL15	lrr_repeat,repeat_domain	lrr_repeat=text:LRR;repeat_domain=text:repeat
PF25376	Pre-PUA_NSUN2	rna_binding	rna_binding=text:PUA
PF25377	DUF7886	hypothetical	hypothetical=text:unknown function
PF25378	PUA_NSUN2	rna_binding	rna_binding=text:PUA
PF25382	PH_CERK	kinase,transferase	kinase=text:kinase;transferase=text:kinase
PF25385	HEAT_MEC1_N	heat_repeat,repeat_domain	heat_repeat=text:HEAT;repeat_domain=text:repeat
PF25386	Chromo_SEND1	hydrolase,nuclease	hydrolase=text:nuclease;nuclease=text:endonuclease
PF25390	WD40_RLD	repeat_domain,wd40_repeat	repeat_domain=text:WD40;wd40_repeat=text:WD40
PF25391	WD40_Gbeta	repeat_domain,wd40_repeat	repeat_domain=text:repeat;wd40_repeat=text:WD40
PF25392	MS_channel_TM1	ion_channel,membrane,transporter	ion_channel=text:channel;membrane=text:channel;transporter=text:channel
PF25397	DUF7887	hypothetical	hypothetical=text:unknown function
PF25398	CUX1_N	binding,rna_binding	binding=text:binding;rna_binding=text:tRNA
PF25399	DeaD_dimer	helicase	helicase=text:helicase
PF25403	zf-C2H2_ZFAND2	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25408	AAA_lid_NAV1	aaa_domain,atp_binding,atpase	aaa_domain=text:AAA_;atp_binding=text:ATPase;atpase=text:ATPase
PF25411	DUF7888	hypothetical	hypothetical=text:unknown function
PF25412	zf-C2H2_ZNF592	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25414	zf-C2H2_Z280C_D	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25417	DUF7889	hypothetical	hypothetical=text:unknown function
PF25418	DUF7890	hypothetical	hypothetical=text:unknown function
PF25420	zf-C2H2_ZN292	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25421	DUF7891	hypothetical	hypothetical=text:unknown function
PF25422	DUF7892	hypothetical	hypothetical=text:unknown function
PF25423	DUF7893	hypothetical	hypothetical=text:unknown function
PF25426	AAA_lid_BCS1	atp_binding,atpase,chaperone,stress_response	atp_binding=text:ATPase;atpase=text:ATPase;chaperone=text:chaperon;stress_response=text:chaperon
PF25427	zf-CCCH_UNK	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25428	DUF7894	hypothetical	hypothetical=text:unknown function
PF25429	zf-POGZ	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25431	zf-C17orf113	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25433	DUF7895	hypothetical	hypothetical=text:unknown function
PF25435	PalB_C	hydrolase,protease	hydrolase=text:protease;protease=text:protease
PF25438	DUF7896	hypothetical	hypothetical=text:unknown function
PF25439	TPR_CFAP46_N	repeat_domain,tpr_repeat	repeat_domain=text:repeat;tpr_repeat=text:TPR
PF25440	Beta-prop_RIC1_2nd	repeat_domain	repeat_domain=text:beta propeller
PF25445	CCHC_ZFPM2	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zinc;zinc_binding=text:zinc;zinc_finger=text:zinc finger
PF25447	RING_ZNF598	metal_binding,zinc_binding,zinc_finger	metal_binding=text:RING;zinc_binding=text:RING;zinc_finger=text:RING
PF25448	DUF7897	hypothetical	hypothetical=text:unknown function
PF25453	DUF7898	hypothetical	hypothetical=text:unknown function
PF25454	zf-C3HC4_IRF-2BP1_2	metal_binding,zinc_binding,zinc_finger	metal_binding=text:zf-;zinc_binding=text:zf-;zinc_finger=text:zf-
PF25455	Beta-barrel_CAF17_C	transferase	transferase=swissprot:21/24 single-domain 21/24
PF25456	Ig_PVRIG	membrane	membrane=text:Transmembrane
PF25460	Beta-prop_Aladin	repeat_domain	repeat_domain=text:propeller
PF25461	Beta-barrel_SelB	translation,translation_factor	translation=text:elongation factor;translation_factor=text:elongation factor
PF25463	DUF7899	hypothetical	hypothetical=text:unknown function
PF25464	DUF7900	hypothetical	hypothetical=text:unknown function
PF25465	Beta-prop_At4g14310	repeat_domain	repeat_domain=text:propeller
PF25468	HEAT_HEATR5A	heat_repeat,repeat_domain	heat_repeat=text:HEAT;repeat_domain=text:repeat
PF25469	WHD_NWD1	dna_binding,helix_turn_helix	dna_binding=text:winged helix;helix_turn_helix=text:winged helix
PF25470	DUF7901	hypothetical	hypothetical=text:unknown function
